화약,암석분류,암종,심발,SR SD,CR SD,최대입자속도
에멀젼C,변성암,편마암,V-CUT,166.63,154.68,0.027999999999999997
에멀젼C,변성암,편마암,V-CUT,47.47,64.69,0.11800000000000001
에멀젼C,변성암,편마암,V-CUT,40.07,57.79,0.122
에멀젼C,변성암,편마암,V-CUT,40.07,57.79,0.131
에멀젼C,변성암,편마암,V-CUT,40.03,57.74,0.258
에멀젼C,변성암,편마암,V-CUT,47.43,64.63,0.122
에멀젼C,변성암,편마암,V-CUT,59.29,80.79,0.10099999999999999
에멀젼C,변성암,편마암,V-CUT,59.29,80.79,0.109
에멀젼C,변성암,편마암,V-CUT,50.0,72.11,0.17600000000000002
에멀젼C,변성암,편마암,V-CUT,50.0,72.11,0.209
에멀젼C,변성암,편마암,V-CUT,59.29,80.79,0.13699999999999998
에멀젼C,변성암,편마암,V-CUT,111.8,135.72,0.039
에멀젼C,변성암,편마암,V-CUT,79.06,107.72,0.067
에멀젼C,변성암,편마암,V-CUT,66.67,96.15,0.105
에멀젼C,변성암,편마암,V-CUT,66.67,96.15,0.075
에멀젼C,변성암,편마암,V-CUT,79.06,107.72,0.096
에멀젼C,변성암,편마암,V-CUT,88.94,121.19,0.036000000000000004
에멀젼C,변성암,편마암,V-CUT,75.0,108.17,0.061
에멀젼C,변성암,편마암,V-CUT,88.94,121.19,0.04
에멀젼C,변성암,편마암,V-CUT,88.94,121.19,0.054000000000000006
에멀젼C,변성암,편마암,V-CUT,88.94,121.19,0.042
에멀젼C,변성암,편마암,V-CUT,98.82,134.65,0.02
에멀젼C,변성암,편마암,V-CUT,98.82,134.65,0.021
에멀젼C,변성암,편마암,V-CUT,83.33,120.19,0.076
에멀젼C,변성암,편마암,V-CUT,98.82,134.65,0.054000000000000006
에멀젼C,변성암,편마암,V-CUT,98.82,134.65,0.043
에멀젼C,변성암,편마암,V-CUT,118.59,161.58,0.022000000000000002
에멀젼C,변성암,편마암,V-CUT,100.0,144.22,0.054000000000000006
에멀젼C,변성암,편마암,V-CUT,100.0,144.22,0.045
에멀젼C,변성암,편마암,V-CUT,118.59,161.58,0.033
에멀젼C,변성암,편마암,V-CUT,118.59,161.58,0.039
에멀젼C,변성암,편마암,V-CUT,17.8,18.47,2.175
에멀젼C,변성암,편마암,V-CUT,75.76,78.63,0.023
에멀젼C,변성암,편마암,V-CUT,69.59,72.22,0.054000000000000006
에멀젼C,변성암,편마암,V-CUT,16.1,16.71,1.9880000000000002
에멀젼C,변성암,편마암,V-CUT,36.4,37.78,0.24600000000000002
에멀젼C,변성암,편마암,V-CUT,47.76,49.57,0.132
에멀젼C,변성암,편마암,V-CUT,76.92,79.84,0.168
에멀젼C,변성암,편마암,V-CUT,84.61,87.82,0.07200000000000001
에멀젼C,변성암,편마암,V-CUT,89.8,93.2,0.1
에멀젼C,변성암,편마암,V-CUT,98.57,102.3,0.059000000000000004
에멀젼C,변성암,편마암,V-CUT,138.73,143.98,0.042
에멀젼C,변성암,편마암,V-CUT,18.04,20.11,1.5
에멀젼C,변성암,편마암,V-CUT,18.04,20.11,0.8
에멀젼C,변성암,편마암,V-CUT,28.15,31.38,0.35
에멀젼C,변성암,편마암,V-CUT,28.15,31.38,0.3
에멀젼C,변성암,편마암,V-CUT,35.36,42.17,0.40399999999999997
에멀젼C,변성암,편마암,V-CUT,38.08,44.07,0.24600000000000002
에멀젼C,변성암,편마암,V-CUT,48.33,51.36,0.256
에멀젼C,변성암,편마암,V-CUT,44.02,49.08,0.368
에멀젼C,변성암,편마암,V-CUT,41.25,49.2,0.302
에멀젼C,변성암,편마암,V-CUT,44.54,51.54,0.14800000000000002
에멀젼C,변성암,편마암,V-CUT,56.67,60.22,0.09699999999999999
에멀젼C,변성암,편마암,V-CUT,51.24,57.12,0.263
에멀젼C,변성암,편마암,V-CUT,47.14,56.23,0.177
에멀젼C,변성암,편마암,V-CUT,50.99,59.01,0.154
에멀젼C,변성암,편마암,V-CUT,65.0,69.07,0.16399999999999998
에멀젼C,변성암,편마암,V-CUT,58.46,65.17,0.154
에멀젼C,변성암,편마암,V-CUT,53.03,63.26,0.136
에멀젼C,변성암,편마암,V-CUT,57.45,66.47,0.091
에멀젼C,변성암,편마암,V-CUT,73.33,77.93,0.10099999999999999
에멀젼C,변성암,편마암,V-CUT,65.67,73.22,0.083
에멀젼C,변성암,편마암,V-CUT,58.93,70.29,0.079
에멀젼C,변성암,편마암,V-CUT,63.9,73.94,0.069
에멀젼C,변성암,편마암,V-CUT,81.67,86.78,0.064
에멀젼C,변성암,편마암,V-CUT,72.89,81.26,0.069
에멀젼C,변성암,편마암,V-CUT,176.78,210.86,0.032
에멀젼C,변성암,편마암,V-CUT,193.0,223.32,0.038
에멀젼C,변성암,편마암,V-CUT,248.33,263.89,0.024
에멀젼C,변성암,편마암,V-CUT,217.23,242.18,0.02
에멀젼C,변성암,편마암,V-CUT,63.3,66.38,0.13699999999999998
에멀젼C,변성암,편마암,V-CUT,71.1,74.56,0.1
에멀젼C,변성암,편마암,V-CUT,66.77,70.02,0.12
에멀젼C,변성암,편마암,V-CUT,68.5,71.84,0.1
에멀젼C,변성암,편마암,V-CUT,62.43,65.47,0.12
에멀젼C,변성암,편마암,V-CUT,64.17,67.29,0.12
에멀젼C,변성암,편마암,V-CUT,65.9,69.11,0.1
에멀젼C,변성암,편마암,V-CUT,63.3,66.38,0.1
에멀젼C,변성암,편마암,V-CUT,60.7,63.65,0.1
에멀젼C,변성암,편마암,V-CUT,58.96,61.83,0.12
에멀젼C,변성암,편마암,V-CUT,52.03,54.56,0.15
에멀젼C,변성암,편마암,V-CUT,56.36,59.11,0.1
에멀젼C,변성암,편마암,V-CUT,73.7,77.29,0.15
에멀젼C,변성암,편마암,V-CUT,71.1,74.56,0.15
에멀젼C,변성암,편마암,V-CUT,65.03,68.2,0.12
에멀젼C,변성암,편마암,V-CUT,65.9,69.11,0.15
에멀젼C,변성암,편마암,V-CUT,66.77,70.02,0.12
에멀젼C,변성암,편마암,V-CUT,52.89,55.47,0.102
에멀젼C,변성암,편마암,V-CUT,52.03,54.56,0.1
에멀젼C,변성암,편마암,V-CUT,52.03,54.56,0.12
에멀젼C,변성암,편마암,V-CUT,58.96,61.83,0.12
에멀젼C,변성암,편마암,V-CUT,62.43,65.47,0.1
에멀젼C,변성암,편마암,V-CUT,56.36,59.11,0.1
에멀젼C,변성암,편마암,V-CUT,52.89,55.47,0.1
에멀젼C,변성암,편마암,V-CUT,35.8,34.12,0.162
에멀젼C,변성암,편마암,V-CUT,33.49,31.92,0.09
에멀젼C,변성암,편마암,V-CUT,48.5,46.23,0.1
에멀젼C,변성암,편마암,V-CUT,40.41,38.52,0.1
에멀젼C,변성암,편마암,V-CUT,40.41,38.52,0.07
에멀젼C,변성암,편마암,V-CUT,34.64,33.02,0.07
에멀젼C,변성암,편마암,V-CUT,16.17,19.41,0.16
에멀젼C,변성암,편마암,V-CUT,17.32,20.8,0.10800000000000001
에멀젼C,변성암,편마암,V-CUT,23.09,27.73,0.1
에멀젼C,변성암,편마암,V-CUT,19.05,22.88,0.15
에멀젼C,변성암,편마암,V-CUT,23.67,28.43,0.05
에멀젼C,변성암,편마암,V-CUT,33.49,31.92,0.162
에멀젼C,변성암,편마암,V-CUT,35.8,34.12,0.121
에멀젼C,변성암,편마암,V-CUT,50.81,48.43,0.1
에멀젼C,변성암,편마암,V-CUT,41.57,39.62,0.1
에멀젼C,변성암,편마암,V-CUT,42.72,40.72,0.1
에멀젼C,변성암,편마암,V-CUT,35.8,34.12,0.1
에멀젼C,변성암,편마암,V-CUT,38.11,36.32,0.12
에멀젼C,변성암,편마암,V-CUT,43.88,41.82,0.12
에멀젼C,변성암,편마암,V-CUT,20.78,24.96,0.10800000000000001
에멀젼C,변성암,편마암,V-CUT,24.83,29.81,0.1
에멀젼C,변성암,편마암,V-CUT,20.78,24.96,0.1
에멀젼C,변성암,편마암,V-CUT,20.78,24.96,0.1
에멀젼C,변성암,편마암,V-CUT,17.32,20.8,0.12
에멀젼C,변성암,편마암,V-CUT,18.48,22.19,0.07
에멀젼C,변성암,편마암,V-CUT,21.94,26.35,0.12
에멀젼C,변성암,편마암,V-CUT,52.8,41.91,0.21600000000000003
에멀젼C,변성암,편마암,V-CUT,59.4,47.15,0.113
에멀젼C,변성암,편마암,V-CUT,58.0,46.03,0.16699999999999998
에멀젼C,변성암,편마암,V-CUT,46.0,36.51,0.25
에멀젼C,변성암,편마암,V-CUT,70.8,56.19,0.07
에멀젼C,변성암,편마암,V-CUT,42.0,33.34,0.88
에멀젼C,변성암,편마암,V-CUT,55.2,43.81,0.15
에멀젼C,변성암,편마암,V-CUT,72.0,57.15,0.05
에멀젼C,변성암,편마암,V-CUT,39.2,31.11,0.254
에멀젼C,변성암,편마암,V-CUT,55.3,41.04,0.265
에멀젼C,변성암,편마암,V-CUT,35.4,28.1,0.373
에멀젼C,변성암,편마암,V-CUT,57.2,45.4,0.6
에멀젼C,변성암,편마암,V-CUT,44.6,35.4,0.35
에멀젼C,변성암,편마암,V-CUT,45.2,35.88,0.27
에멀젼C,변성암,편마암,V-CUT,34.8,27.62,0.2
에멀젼C,변성암,편마암,V-CUT,41.0,32.54,0.35
에멀젼C,변성암,편마암,V-CUT,42.0,33.34,0.25
에멀젼C,변성암,편마암,V-CUT,42.0,33.34,0.22
에멀젼C,변성암,편마암,V-CUT,46.8,37.15,0.1
에멀젼C,변성암,편마암,V-CUT,46.98,34.87,0.27
에멀젼C,변성암,편마암,V-CUT,53.83,39.95,0.12
에멀젼C,변성암,편마암,V-CUT,59.22,43.95,0.15
에멀젼C,변성암,편마암,V-CUT,45.52,33.78,0.15
에멀젼C,변성암,편마암,V-CUT,42.09,31.23,0.4
에멀젼C,변성암,편마암,V-CUT,51.39,38.13,0.1
에멀젼C,변성암,편마암,V-CUT,63.62,47.21,0.05
에멀젼C,변성암,편마암,V-CUT,36.95,35.22,0.25
에멀젼C,변성암,편마암,V-CUT,45.03,42.93,0.25
에멀젼C,변성암,편마암,V-CUT,41.57,39.62,0.3
에멀젼C,변성암,편마암,V-CUT,42.72,40.72,0.43200000000000005
에멀젼C,변성암,편마암,V-CUT,36.95,35.22,0.457
에멀젼C,변성암,편마암,V-CUT,31.35,33.55,0.3
에멀젼C,변성암,편마암,V-CUT,37.4,40.01,0.25
에멀젼C,변성암,편마암,V-CUT,30.7,32.85,0.4
에멀젼C,변성암,편마암,V-CUT,33.72,36.08,0.537
에멀젼C,변성암,편마암,V-CUT,32.99,35.29,0.27
에멀젼C,변성암,편마암,V-CUT,36.74,39.31,0.27
에멀젼C,변성암,편마암,V-CUT,32.17,34.42,0.38
에멀젼C,변성암,편마암,V-CUT,48.99,52.41,0.22
에멀젼C,변성암,편마암,V-CUT,33.07,35.38,0.275
에멀젼C,변성암,편마암,V-CUT,75.8,60.16,0.2
에멀젼C,변성암,편마암,V-CUT,69.4,55.08,0.25
에멀젼C,변성암,편마암,V-CUT,66.0,52.38,0.12
에멀젼C,변성암,편마암,V-CUT,49.99,41.45,0.12
에멀젼C,변성암,편마암,V-CUT,76.8,60.96,0.5
에멀젼C,변성암,편마암,V-CUT,56.14,50.02,0.12
에멀젼C,변성암,편마암,V-CUT,54.16,48.25,0.15
에멀젼C,변성암,편마암,V-CUT,46.53,41.45,0.22
에멀젼C,변성암,편마암,V-CUT,50.52,41.89,0.17
에멀젼C,변성암,편마암,V-CUT,47.01,38.98,0.191
에멀젼C,변성암,편마암,V-CUT,46.99,43.16,0.1
에멀젼C,변성암,편마암,V-CUT,49.57,45.53,0.2
에멀젼C,변성암,편마암,V-CUT,67.91,62.36,0.38
에멀젼C,변성암,편마암,V-CUT,79.9,69.95,0.05
에멀젼C,변성암,편마암,V-CUT,50.87,46.71,0.1
에멀젼C,변성암,편마암,V-CUT,27.63,25.37,0.3
에멀젼C,변성암,편마암,V-CUT,42.86,39.36,0.35
에멀젼C,변성암,편마암,V-CUT,28.32,24.79,0.14800000000000002
에멀젼C,변성암,편마암,V-CUT,27.13,23.75,0.556
에멀젼C,변성암,편마암,V-CUT,19.62,18.02,0.495
에멀젼C,변성암,편마암,V-CUT,28.91,28.97,0.268
에멀젼C,변성암,편마암,V-CUT,37.46,37.54,0.965
에멀젼C,변성암,편마암,V-CUT,26.03,26.09,0.4
에멀젼C,변성암,편마암,V-CUT,23.35,23.4,0.4
에멀젼C,변성암,편마암,V-CUT,33.28,33.36,0.22
에멀젼C,변성암,편마암,V-CUT,28.81,28.88,0.78
에멀젼C,변성암,편마암,V-CUT,31.99,32.06,0.25
에멀젼C,변성암,편마암,V-CUT,48.08,42.84,0.292
에멀젼C,변성암,편마암,V-CUT,52.33,46.62,0.25
에멀젼C,변성암,편마암,V-CUT,70.71,63.0,0.27
에멀젼C,변성암,편마암,V-CUT,63.64,56.7,0.05
에멀젼C,변성암,편마암,V-CUT,53.74,47.88,0.3
