,,,,,,,,화약,,뇌관,,암석분류,,암석명,,심발공,
0,7.603733091,-0.749918567,0.980066601,0,0,0,0,2,,,,,,,,,
0,22.31008992,-1.06977025,0.530917645,0,0,1,0,2,,,,,,,,,
0,61.85280669,-1.402764975,0.515232938,0,0,2,0,2,,,,,,,,,
0,8.174180336,-0.762007432,0.976778983,0,0,3,0,2,,,,,,,,,
0,7.603733091,-0.749918567,0.980066601,0,0,0,0,2,,,,,,,,,
0,262.9113122,-1.238768057,0.645534664,0,0,0,1,2,,,,,,,,,
0,206.1807232,-1.509909474,0.509966542,0,0,0,2,2,,,,,,,,,
0,144.0734907,-1.54282156,0.519442899,0,0,0,3,2,,,,,,,,,
0,190.8182131,-1.496341119,0.482073107,0,0,0,4,2,,,,,,,,,
0,160.2387815,-1.412854924,0.443424951,0,0,0,5,2,,,,,,,,,
0,73.50167001,-1.184062369,0.440623827,0,0,0,6,2,,,,,,,,,
0,22.21045735,-1.010525571,0.463617752,0,0,0,7,2,,,,,,,,,
0,40.50652959,-1.025509551,0.572576281,0,0,0,8,2,,,,,,,,,
0,49.43316754,-1.06850588,0.625783571,0,0,0,9,2,,,,,,,,,
0,22.27297171,-0.961182767,0.779707731,0,0,0,10,2,,,,,,,,,
0,5.384866372,-0.755345783,0.979665204,0,0,0,11,2,,,,,,,,,
0,43.82135465,-1.428082867,0.383009411,0,0,0,0,3,,,,,,,,,
0,75.66871983,-1.581712379,0.355687273,0,0,1,0,3,,,,,,,,,
0,109.1143143,-1.686106491,0.22448891,0,0,2,0,3,,,,,,,,,
0,28.79661837,-1.280246594,0.409283122,0,0,3,0,3,,,,,,,,,
0,43.82135465,-1.428082867,0.383009411,0,0,0,0,3,,,,,,,,,
0,320.0937295,-1.76884622,0.167207446,0,0,0,1,3,,,,,,,,,
0,241.9455647,-1.894970538,0.142944682,0,0,0,2,3,,,,,,,,,
0,201.0960918,-1.910326833,0.183152243,0,0,0,3,3,,,,,,,,,
0,255.8513939,-1.855435926,0.2224402,0,0,0,4,3,,,,,,,,,
0,222.4229212,-1.761476797,0.245668479,0,0,0,5,3,,,,,,,,,
0,102.4641919,-1.562347268,0.206557753,0,0,0,6,3,,,,,,,,,
0,33.67419093,-1.46377266,0.201655638,0,0,0,7,3,,,,,,,,,
0,71.80655171,-1.559040793,0.366452418,0,0,0,8,3,,,,,,,,,
0,86.67318113,-1.622997216,0.285932295,0,0,0,9,3,,,,,,,,,
0,56.68228969,-1.529950193,0.331253888,0,0,0,10,3,,,,,,,,,
0,29.41874655,-1.396291556,0.397637917,0,0,0,11,3,,,,,,,,,
0,71.05064453,-1.429950618,0.45207057,0,0,0,0,4,,,,,,,,,
0,83.85889832,-1.607710686,0.381057369,0,0,1,0,4,,,,,,,,,
0,126.4351158,-1.715987255,0.272514635,0,0,2,0,4,,,,,,,,,
0,72.01856351,-1.43497605,0.450262398,0,0,3,0,4,,,,,,,,,
0,71.05064453,-1.429950618,0.45207057,0,0,0,0,4,,,,,,,,,
0,295.9298919,-1.82688238,0.217356128,0,0,0,1,4,,,,,,,,,
0,248.0204812,-1.917157951,0.195283927,0,0,0,2,4,,,,,,,,,
0,246.5417352,-1.972537643,0.206454695,0,0,0,3,4,,,,,,,,,
0,296.4967264,-1.923031039,0.220005815,0,0,0,4,4,,,,,,,,,
0,267.7514412,-1.826075606,0.230890936,0,0,0,5,4,,,,,,,,,
0,167.3642443,-1.664830481,0.229200058,0,0,0,6,4,,,,,,,,,
0,40.59427744,-1.486724284,0.238253111,0,0,0,7,4,,,,,,,,,
0,53.90062856,-1.527522015,0.274343213,0,0,0,8,4,,,,,,,,,
0,81.44729759,-1.610842572,0.291388083,0,0,0,9,4,,,,,,,,,
0,76.4987129,-1.618660758,0.301822412,0,0,0,10,4,,,,,,,,,
0,50.29466544,-1.597475149,0.319046398,0,0,0,11,4,,,,,,,,,
0,132.4371652,-1.686173716,0.303150922,0,0,0,0,5,,,,,,,,,
0,67.73234267,-1.404065694,0.357756389,0,0,1,0,5,,,,,,,,,
0,130.7873569,-1.677548248,0.304560936,0,0,2,0,5,,,,,,,,,
0,111.7878839,-1.605004504,0.373736461,0,0,3,0,5,,,,,,,,,
0,132.4371652,-1.686173716,0.303150922,0,0,0,0,5,,,,,,,,,
0,299.561863,-1.864731217,0.217004508,0,0,0,1,5,,,,,,,,,
0,269.4264223,-1.886902331,0.210110924,0,0,0,2,5,,,,,,,,,
0,302.3793118,-1.930661308,0.221985816,0,0,0,3,5,,,,,,,,,
0,351.4865277,-1.881837541,0.244813567,0,0,0,4,5,,,,,,,,,
0,353.4303487,-1.833926662,0.239884848,0,0,0,5,5,,,,,,,,,
0,272.3952963,-1.746580717,0.244173943,0,0,0,6,5,,,,,,,,,
0,57.66741783,-1.407102919,0.276914076,0,0,0,7,5,,,,,,,,,
0,34.31468398,-1.361493271,0.318296516,0,0,0,8,5,,,,,,,,,
0,72.33028557,-1.513108116,0.320888844,0,0,0,9,5,,,,,,,,,
0,96.71054895,-1.622239688,0.339505089,0,0,0,10,5,,,,,,,,,
0,77.12493943,-1.62927588,0.353496901,0,0,0,11,5,,,,,,,,,
0,73.33294338,-1.521492826,0.347220415,0,0,0,0,6,,,,,,,,,
0,31.40372582,-1.291868483,0.343242866,0,0,1,0,6,,,,,,,,,
0,91.54565018,-1.478819605,0.351795585,0,0,2,0,6,,,,,,,,,
0,134.2484017,-1.666219178,0.31751766,0,0,3,0,6,,,,,,,,,
0,73.33294338,-1.521492826,0.347220415,0,0,0,0,6,,,,,,,,,
0,284.3694441,-1.789561647,0.240289764,0,0,0,1,6,,,,,,,,,
0,319.9603681,-1.839697623,0.237129923,0,0,0,2,6,,,,,,,,,
0,377.5600982,-1.896610467,0.245670084,0,0,0,3,6,,,,,,,,,
0,416.191122,-1.893862973,0.257299373,0,0,0,4,6,,,,,,,,,
0,418.0385638,-1.894891158,0.217352565,0,0,0,5,6,,,,,,,,,
0,414.3770885,-1.89541168,0.206011883,0,0,0,6,6,,,,,,,,,
0,141.6159,-1.540051397,0.283611157,0,0,0,7,6,,,,,,,,,
0,29.17172885,-1.275162848,0.344299979,0,0,0,8,6,,,,,,,,,
0,24.15302066,-1.233836348,0.385090187,0,0,0,9,6,,,,,,,,,
0,51.40721626,-1.373029018,0.388342795,0,0,0,10,6,,,,,,,,,
0,79.70569412,-1.559389736,0.373163692,0,0,0,11,6,,,,,,,,,
0,17.1248985,-0.921845491,0.504096223,0,0,0,0,7,,,,,,,,,
0,31.04665001,-1.40105106,0.269884381,0,0,1,0,7,,,,,,,,,
0,48.77834483,-1.205338262,0.371419033,0,0,2,0,7,,,,,,,,,
0,5.894775585,-0.826435209,0.522596129,0,0,3,0,7,,,,,,,,,
0,17.1248985,-0.921845491,0.504096223,0,0,0,0,7,,,,,,,,,
0,223.3150013,-1.208228374,0.414641859,0,0,0,1,7,,,,,,,,,
0,293.857915,-1.395371907,0.366969859,0,0,0,2,7,,,,,,,,,
0,333.8559417,-1.534798848,0.326916606,0,0,0,3,7,,,,,,,,,
0,337.7128169,-1.660792508,0.274568263,0,0,0,4,7,,,,,,,,,
0,342.4649188,-1.748657059,0.219047874,0,0,0,5,7,,,,,,,,,
0,318.2352357,-1.763600353,0.193049446,0,0,0,6,7,,,,,,,,,
0,135.6394702,-1.599372447,0.231702166,0,0,0,7,7,,,,,,,,,
0,29.41909617,-1.402006431,0.270316254,0,0,0,8,7,,,,,,,,,
0,10.19765688,-1.238861937,0.34044819,0,0,0,9,7,,,,,,,,,
0,-1.624584996,-0.997882728,0.434460381,0,0,0,10,7,,,,,,,,,
0,4.838028329,-0.819014547,0.522189903,0,0,0,11,7,,,,,,,,,
0,97.65780138,-1.631095752,0.310208236,0,1,0,0,0,,,,,,,,,
0,83.38179046,-1.590220165,0.307369304,0,1,1,0,0,,,,,,,,,
0,127.5683769,-1.713602461,0.244344799,0,1,2,0,0,,,,,,,,,
0,131.6580324,-1.678268529,0.342365162,0,1,3,0,0,,,,,,,,,
0,97.65780138,-1.631095752,0.310208236,0,1,0,0,0,,,,,,,,,
0,318.0832861,-1.760719074,0.167647137,0,1,0,1,0,,,,,,,,,
0,242.5520036,-1.887661344,0.142313936,0,1,0,2,0,,,,,,,,,
0,187.4735342,-1.896473712,0.169708156,0,1,0,3,0,,,,,,,,,
0,264.4867287,-1.937094901,0.159944015,0,1,0,4,0,,,,,,,,,
0,315.4374629,-1.915090637,0.14122564,0,1,0,5,0,,,,,,,,,
0,225.9888914,-1.742009051,0.147957128,0,1,0,6,0,,,,,,,,,
0,33.35134409,-1.471069581,0.202197695,0,1,0,7,0,,,,,,,,,
0,80.67046164,-1.571778259,0.314574256,0,1,0,8,0,,,,,,,,,
0,126.7931482,-1.742954964,0.214849073,0,1,0,9,0,,,,,,,,,
0,120.5386814,-1.734387927,0.216510314,0,1,0,10,0,,,,,,,,,
0,113.8243256,-1.675662245,0.354785837,0,1,0,11,0,,,,,,,,,
0,104.7973073,-1.690991885,0.205623706,0,1,0,0,1,,,,,,,,,
0,30.00441207,-1.407239244,0.217383011,0,1,1,0,1,,,,,,,,,
0,193.414526,-1.901959008,0.162000809,0,1,2,0,1,,,,,,,,,
0,352.9754516,-2.013172004,0.169514877,0,1,3,0,1,,,,,,,,,
0,104.7973073,-1.690991885,0.205623706,0,1,0,0,1,,,,,,,,,
0,292.5553786,-1.827258955,0.092786004,0,1,0,1,1,,,,,,,,,
0,232.2937815,-1.865826939,0.114320991,0,1,0,2,1,,,,,,,,,
0,237.4446274,-1.880540849,0.132130216,0,1,0,3,1,,,,,,,,,
0,260.8070341,-1.885205144,0.167584743,0,1,0,4,1,,,,,,,,,
0,330.4749409,-1.882013498,0.176712586,0,1,0,5,1,,,,,,,,,
0,231.8208788,-1.715838266,0.204323435,0,1,0,6,1,,,,,,,,,
0,23.97464057,-1.364217119,0.234343153,0,1,0,7,1,,,,,,,,,
0,28.05951308,-1.39815063,0.219905716,0,1,0,8,1,,,,,,,,,
0,122.6408618,-1.641122345,0.141114897,0,1,0,9,1,,,,,,,,,
0,274.3927843,-1.859397059,0.125122399,0,1,0,10,1,,,,,,,,,
0,352.6647541,-2.009803072,0.165964489,0,1,0,11,1,,,,,,,,,
0,158.7664744,-1.456845865,0.071227254,0,1,0,0,2,,,,,,,,,
0,103.2368081,-1.561456151,0.174434026,0,1,1,0,2,,,,,,,,,
0,129.4137404,-1.71675514,0.11410875,0,1,2,0,2,,,,,,,,,
0,157.5151868,-1.453370195,0.069728241,0,1,3,0,2,,,,,,,,,
0,158.7664744,-1.456845865,0.071227254,0,1,0,0,2,,,,,,,,,
0,339.4861,-1.686351783,0.075900579,0,1,0,1,2,,,,,,,,,
0,290.8688406,-1.793446918,0.114759416,0,1,0,2,2,,,,,,,,,
0,286.3616101,-1.847233583,0.105220046,0,1,0,3,2,,,,,,,,,
0,295.8251024,-1.851521264,0.139485987,0,1,0,4,2,,,,,,,,,
0,285.8838321,-1.818471992,0.149414947,0,1,0,5,2,,,,,,,,,
0,241.6538051,-1.699395434,0.158958498,0,1,0,6,2,,,,,,,,,
0,48.77126013,-1.365154669,0.203130373,0,1,0,7,2,,,,,,,,,
0,101.8635023,-1.457202156,0.219079704,0,1,0,8,2,,,,,,,,,
0,157.4733001,-1.565652258,0.131343351,0,1,0,9,2,,,,,,,,,
0,169.9580515,-1.543569278,0.103886265,0,1,0,10,2,,,,,,,,,
0,156.0244954,-1.455059253,0.068401189,0,1,0,11,2,,,,,,,,,
0,125.9547545,-1.703978786,0.283548145,0,1,0,0,3,,,,,,,,,
0,126.4578801,-1.704939434,0.284029397,0,1,1,0,3,,,,,,,,,
0,81.34103676,-1.653418591,0.179766351,0,1,2,0,3,,,,,,,,,
0,182.2270279,-1.737092077,0.305367176,0,1,3,0,3,,,,,,,,,
0,125.9547545,-1.703978786,0.283548145,0,1,0,0,3,,,,,,,,,
0,318.3232434,-1.762960781,0.169375395,0,1,0,1,3,,,,,,,,,
0,240.1125351,-1.897641662,0.144809831,0,1,0,2,3,,,,,,,,,
0,216.3662822,-1.90868151,0.146562617,0,1,0,3,3,,,,,,,,,
0,226.12336,-1.884412675,0.152386971,0,1,0,4,3,,,,,,,,,
0,239.8209115,-1.841561113,0.16084155,0,1,0,5,3,,,,,,,,,
0,227.1070993,-1.744194633,0.149969798,0,1,0,6,3,,,,,,,,,
0,35.225583,-1.46550987,0.198019418,0,1,0,7,3,,,,,,,,,
0,130.1448293,-1.704498799,0.29187019,0,1,0,8,3,,,,,,,,,
0,130.9201453,-1.742031212,0.213826411,0,1,0,9,3,,,,,,,,,
0,103.1836072,-1.707556661,0.26280142,0,1,0,10,3,,,,,,,,,
0,82.87145878,-1.636000766,0.341168479,0,1,0,11,3,,,,,,,,,
0,152.5199518,-1.789048199,0.283277072,0,1,0,0,4,,,,,,,,,
0,117.3852361,-1.569095762,0.268006483,0,1,1,0,4,,,,,,,,,
0,91.61705077,-1.622611026,0.233099254,0,1,2,0,4,,,,,,,,,
0,147.7510292,-1.751983819,0.277513993,0,1,3,0,4,,,,,,,,,
0,152.5199518,-1.789048199,0.283277072,0,1,0,0,4,,,,,,,,,
0,285.2418483,-1.908541941,0.201317401,0,1,0,1,4,,,,,,,,,
0,240.1229655,-1.9577757,0.184856724,0,1,0,2,4,,,,,,,,,
0,213.648262,-1.946041327,0.160449016,0,1,0,3,4,,,,,,,,,
0,207.5165126,-1.943053622,0.15043066,0,1,0,4,4,,,,,,,,,
0,224.7890662,-1.916612923,0.173105222,0,1,0,5,4,,,,,,,,,
0,218.381057,-1.815582779,0.195630703,0,1,0,6,4,,,,,,,,,
0,62.75164132,-1.431873711,0.252230849,0,1,0,7,4,,,,,,,,,
0,92.52414522,-1.626802365,0.258765275,0,1,0,8,4,,,,,,,,,
0,94.49879121,-1.689628554,0.235699047,0,1,0,9,4,,,,,,,,,
0,76.61077648,-1.671123097,0.263798347,0,1,0,10,4,,,,,,,,,
0,43.14815736,-1.586682586,0.333484246,0,1,0,11,4,,,,,,,,,
0,132.5491219,-1.678195246,0.303073098,0,1,0,0,5,,,,,,,,,
0,81.65064652,-1.385047298,0.264623344,0,1,1,0,5,,,,,,,,,
0,131.9316214,-1.686897241,0.305680326,0,1,2,0,5,,,,,,,,,
0,38.77185544,-1.489540449,0.262302589,0,1,3,0,5,,,,,,,,,
0,132.5491219,-1.678195246,0.303073098,0,1,0,0,5,,,,,,,,,
0,283.1142038,-1.822740365,0.194663457,0,1,0,1,5,,,,,,,,,
0,282.7463431,-1.930155052,0.178856979,0,1,0,2,5,,,,,,,,,
0,294.0965903,-1.987144228,0.192764092,0,1,0,3,5,,,,,,,,,
0,309.0372037,-2.011647607,0.211523205,0,1,0,4,5,,,,,,,,,
0,320.3721841,-2.001661544,0.224833316,0,1,0,5,5,,,,,,,,,
0,313.9543466,-2.009349267,0.235621149,0,1,0,6,5,,,,,,,,,
0,84.72977775,-1.465669802,0.294356928,0,1,0,7,5,,,,,,,,,
0,47.03761542,-1.433754203,0.243035016,0,1,0,8,5,,,,,,,,,
0,47.13477637,-1.517257752,0.226821458,0,1,0,9,5,,,,,,,,,
0,41.79761589,-1.566814032,0.239531476,0,1,0,10,5,,,,,,,,,
0,12.88243385,-1.492595457,0.291531923,0,1,0,11,5,,,,,,,,,
0,21.68853959,-1.25241669,0.369402035,0,1,0,0,6,,,,,,,,,
0,58.72168375,-1.404470292,0.299439822,0,1,1,0,6,,,,,,,,,
0,65.03215806,-1.531080895,0.336985991,0,1,2,0,6,,,,,,,,,
0,29.81955426,-1.417740123,0.268820025,0,1,3,0,6,,,,,,,,,
0,21.68853959,-1.25241669,0.369402035,0,1,0,0,6,,,,,,,,,
0,240.6381142,-1.607244139,0.251035284,0,1,0,1,6,,,,,,,,,
0,305.4101467,-1.776151739,0.22309141,0,1,0,2,6,,,,,,,,,
0,339.9085988,-1.881818351,0.220690711,0,1,0,3,6,,,,,,,,,
0,364.2717016,-1.953326406,0.239229103,0,1,0,4,6,,,,,,,,,
0,386.4596113,-2.013176694,0.268772176,0,1,0,5,6,,,,,,,,,
0,355.3389744,-1.987444941,0.28067008,0,1,0,6,6,,,,,,,,,
0,180.0206407,-1.598615193,0.309225737,0,1,0,7,6,,,,,,,,,
0,55.07267341,-1.39765176,0.300194886,0,1,0,8,6,,,,,,,,,
0,36.56682307,-1.40487708,0.277426364,0,1,0,9,6,,,,,,,,,
0,36.81464199,-1.457897462,0.234712087,0,1,0,10,6,,,,,,,,,
0,30.11532967,-1.418292928,0.265032161,0,1,0,11,6,,,,,,,,,
0,157.9328006,-1.438561468,0.275823042,0,1,0,0,7,,,,,,,,,
0,72.09168308,-1.473238279,0.289243234,0,1,1,0,7,,,,,,,,,
0,68.11265379,-1.460921945,0.316661688,0,1,2,0,7,,,,,,,,,
0,158.6489334,-1.445935541,0.272911527,0,1,3,0,7,,,,,,,,,
0,157.9328006,-1.438561468,0.275823042,0,1,0,0,7,,,,,,,,,
0,280.164792,-1.656790141,0.22167109,0,1,0,1,7,,,,,,,,,
0,353.6119191,-1.726645525,0.199665936,0,1,0,2,7,,,,,,,,,
0,383.4658364,-1.776466288,0.204136899,0,1,0,3,7,,,,,,,,,
0,379.4866711,-1.83062644,0.207590412,0,1,0,4,7,,,,,,,,,
0,357.2757253,-1.874606399,0.233502183,0,1,0,5,7,,,,,,,,,
0,332.0001478,-1.886264987,0.244130437,0,1,0,6,7,,,,,,,,,
0,236.4797288,-1.705579553,0.262957863,0,1,0,7,7,,,,,,,,,
0,131.3357488,-1.533627185,0.265299877,0,1,0,8,7,,,,,,,,,
0,122.0873129,-1.481240903,0.264367877,0,1,0,9,7,,,,,,,,,
0,143.1378437,-1.489274208,0.249411615,0,1,0,10,7,,,,,,,,,
0,156.8611604,-1.438377069,0.273825654,0,1,0,11,7,,,,,,,,,
0,10.28922387,-1.089234596,0.494639594,0,2,0,0,0,,,,,,,,,
0,4.298721727,-0.7619277,0.616825803,0,2,1,0,0,,,,,,,,,
0,221.8487835,-1.756925025,0.239458554,0,2,2,0,0,,,,,,,,,
0,11.99570003,-1.08842493,0.482988589,0,2,3,0,0,,,,,,,,,
0,10.28922387,-1.089234596,0.494639594,0,2,0,0,0,,,,,,,,,
0,120.4266761,-1.296269117,0.373344133,0,2,0,1,0,,,,,,,,,
0,96.69172763,-1.440766201,0.349339647,0,2,0,2,0,,,,,,,,,
0,130.2607678,-1.622039617,0.315997639,0,2,0,3,0,,,,,,,,,
0,243.9663414,-1.768213135,0.28222467,0,2,0,4,0,,,,,,,,,
0,221.5262377,-1.762741519,0.244364291,0,2,0,5,0,,,,,,,,,
0,156.7974515,-1.675730838,0.223653961,0,2,0,6,0,,,,,,,,,
0,39.55600917,-0.978304725,0.501105589,0,2,0,7,0,,,,,,,,,
0,0.755578891,-0.665705173,0.657735353,0,2,0,8,0,,,,,,,,,
0,23.54155109,-1.19573491,0.27508061,0,2,0,9,0,,,,,,,,,
0,14.96127207,-1.097336259,0.339636856,0,2,0,10,0,,,,,,,,,
0,6.469996142,-0.977217953,0.535414402,0,2,0,11,0,,,,,,,,,
0,19.43485634,-1.258540385,0.377419735,0,2,0,0,1,,,,,,,,,
0,-0.698742068,-0.532604774,0.445180534,0,2,1,0,1,,,,,,,,,
0,175.0252406,-1.828617323,0.199375812,0,2,2,0,1,,,,,,,,,
0,39.72940229,-1.403540951,0.321864218,0,2,3,0,1,,,,,,,,,
0,19.43485634,-1.258540385,0.377419735,0,2,0,0,1,,,,,,,,,
0,137.0586444,-1.355537403,0.311933285,0,2,0,1,1,,,,,,,,,
0,174.9403019,-1.512162906,0.262590681,0,2,0,2,1,,,,,,,,,
0,303.3297012,-1.764127871,0.202507194,0,2,0,3,1,,,,,,,,,
0,413.4518331,-1.906955401,0.223650369,0,2,0,4,1,,,,,,,,,
0,573.4977039,-1.983396728,0.211546864,0,2,0,5,1,,,,,,,,,
0,651.9985014,-1.953672652,0.181913173,0,2,0,6,1,,,,,,,,,
0,241.0810271,-1.083549034,0.330206757,0,2,0,7,1,,,,,,,,,
0,-1.193029973,-0.535010791,0.447332539,0,2,0,8,1,,,,,,,,,
0,11.41535654,-1.164470844,0.238504161,0,2,0,9,1,,,,,,,,,
0,25.39155682,-1.288100386,0.225239616,0,2,0,10,1,,,,,,,,,
0,23.44880899,-1.289254851,0.326434853,0,2,0,11,1,,,,,,,,,
0,10.25114905,-0.975490984,0.944697583,0,2,0,0,2,,,,,,,,,
0,4.205814519,-0.489234254,0.809254603,0,2,1,0,2,,,,,,,,,
0,167.6066295,-1.652792855,0.434221845,0,2,2,0,2,,,,,,,,,
0,9.254065775,-0.981099707,0.947613662,0,2,3,0,2,,,,,,,,,
0,10.25114905,-0.975490984,0.944697583,0,2,0,0,2,,,,,,,,,
0,123.5294845,-1.153574981,0.730282386,0,2,0,1,2,,,,,,,,,
0,191.6684552,-1.413287194,0.564852857,0,2,0,2,2,,,,,,,,,
0,272.0206374,-1.666203388,0.438069188,0,2,0,3,2,,,,,,,,,
0,356.5958657,-1.831339139,0.359067673,0,2,0,4,2,,,,,,,,,
0,400.1614554,-1.879783047,0.283873838,0,2,0,5,2,,,,,,,,,
0,381.2362576,-1.654667797,0.311709383,0,2,0,6,2,,,,,,,,,
0,163.4783893,-0.948397111,0.539031277,0,2,0,7,2,,,,,,,,,
0,58.20928833,-0.453434478,0.731443352,0,2,0,8,2,,,,,,,,,
0,26.62568872,-1.1028418,0.622530522,0,2,0,9,2,,,,,,,,,
0,13.74645679,-1.135126978,0.736725885,0,2,0,10,2,,,,,,,,,
0,9.163435966,-0.978020115,0.944096547,0,2,0,11,2,,,,,,,,,
0,11.90926083,-1.090025658,0.455366316,0,2,0,0,3,,,,,,,,,
0,1.029104741,-0.495890431,0.65429244,0,2,1,0,3,,,,,,,,,
0,221.734088,-1.764674306,0.242925053,0,2,2,0,3,,,,,,,,,
0,13.57973077,-1.118355292,0.368048085,0,2,3,0,3,,,,,,,,,
0,11.90926083,-1.090025658,0.455366316,0,2,0,0,3,,,,,,,,,
0,149.0629471,-1.20931671,0.366382427,0,2,0,1,3,,,,,,,,,
0,176.4409575,-1.396074248,0.331554642,0,2,0,2,3,,,,,,,,,
0,215.7872886,-1.596206206,0.298836371,0,2,0,3,3,,,,,,,,,
0,259.5161518,-1.760823897,0.269877432,0,2,0,4,3,,,,,,,,,
0,219.3541329,-1.765081171,0.242682719,0,2,0,5,3,,,,,,,,,
0,92.28844168,-1.547749243,0.219429484,0,2,0,6,3,,,,,,,,,
0,24.78657469,-0.834920521,0.418323101,0,2,0,7,3,,,,,,,,,
0,-3.084461061,-0.174169902,0.709215445,0,2,0,8,3,,,,,,,,,
0,24.59378726,-1.187135551,0.276035106,0,2,0,9,3,,,,,,,,,
0,23.79558552,-1.06288934,0.26387514,0,2,0,10,3,,,,,,,,,
0,2.356119565,-0.806976179,0.447370523,0,2,0,11,3,,,,,,,,,
0,69.28047889,-1.430880115,0.455547904,0,2,0,0,4,,,,,,,,,
0,19.99816547,-0.571720444,0.256865822,0,2,1,0,4,,,,,,,,,
0,193.4910932,-1.540438174,0.142093038,0,2,2,0,4,,,,,,,,,
0,69.9307128,-1.434983632,0.451970574,0,2,3,0,4,,,,,,,,,
0,69.28047889,-1.430880115,0.455547904,0,2,0,0,4,,,,,,,,,
0,243.6449805,-1.557273333,0.326937247,0,2,0,1,4,,,,,,,,,
0,245.7978172,-1.661683703,0.272908877,0,2,0,2,4,,,,,,,,,
0,271.3476732,-1.771038642,0.239917532,0,2,0,3,4,,,,,,,,,
0,279.7512086,-1.845362666,0.191813453,0,2,0,4,4,,,,,,,,,
0,258.6794673,-1.81637087,0.186404453,0,2,0,5,4,,,,,,,,,
0,197.9478811,-1.595482447,0.174558594,0,2,0,6,4,,,,,,,,,
0,66.59913987,-0.902735247,0.260636961,0,2,0,7,4,,,,,,,,,
0,29.05743157,-0.450391079,0.311885731,0,2,0,8,4,,,,,,,,,
0,17.73995655,-0.935920922,0.146053362,0,2,0,9,4,,,,,,,,,
0,12.97919175,-0.957799023,0.169759817,0,2,0,10,4,,,,,,,,,
0,-2.345258044,-0.859808644,0.3009064,0,2,0,11,4,,,,,,,,,
